,Identificador,SMILES,Nombre,EGFR,MAPK1,SRC,STAT3,mean,BBB,Targets,peso_molecular,logP,donadores_H,aceptores_H,violaciones
2097,CNP0103085.1,C=C1C(=O)O[C@@H]2C[C@@H]3[C@]4(CC[C@]5(C)[C@@H]([C@H](C)CC(=O)C=C(C)C)CC[C@@]35C)C[C@]4(CCC(=O)OC)[C@H]12,Secaubryolide,0.94416934,0.9024275,0.2433333333333333,0.0170289621395843,0.5267397838682294,0.135,EGFR MAPK1,496.68800000000044,6.211700000000007,0.0,5.0,1.0
2104,CNP0509124.1,C[C@@H](C[C@@H](O)[C@H](O)C(C)(C)O)[C@@H]1CC[C@]2(C)C3=CC[C@@H]4[C@](C)(CCC(=O)[C@]4(C)CO)[C@H]3CC[C@@]12C,,0.91991496,0.9331526,0.22,0.0148938243319846,0.5219903460829962,0.09,EGFR MAPK1,490.7250000000004,4.652000000000005,4.0,5.0,0.0
2125,CNP0499786.1,CN1N=CN=C1C1=CC=C2OC[C@H]3CN(C(=O)COC4=CC=CC=C4)CCN3CC(=O)NC2=C1,,0.90445083,0.922516,0.5702,0.1435609660394519,0.6351819490098629,0.075,EGFR MAPK1,462.5100000000002,1.4047999999999998,1.0,8.0,0.0
2186,CNP0269635.1,C=C1C(=O)O[C@@H]2C[C@@H]3[C@]4(CC[C@]5(C)[C@@H]([C@H](C)CC/C=C(\C)CO)CC[C@@]35C)C[C@]4(CCC(=O)OC)[C@H]12,Sootepin A,0.9244216,0.9418368,0.2233333333333333,0.1103525094703265,0.5499860607009149,0.084,EGFR MAPK1,498.7040000000004,6.005100000000007,1.0,5.0,1.0
2191,CNP0378982.1,C[C@@H](CC[C@H](O)[C@](C)(O)CO)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3=O,,0.9504551,0.932976,0.21,0.0453524511196654,0.5346958877799164,0.085,EGFR MAPK1,488.7090000000004,5.004300000000005,3.0,5.0,1.0
2195,CNP0290792.2,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@H]1CC3=O)CO,,0.918121,0.9550885,0.25,0.1635763388297114,0.5716964597074278,0.165,EGFR MAPK1,454.6950000000003,6.838700000000007,1.0,3.0,1.0
2205,CNP0314131.1,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@](C)(C(=O)O)[C@@H](O)C[C@H](O)[C@@]45C[C@@]35CC[C@]12C,,0.97200024,0.91442025,0.175,0.1024989947348335,0.5409798711837083,0.1033333333333333,EGFR MAPK1,472.7100000000003,6.204400000000008,3.0,3.0,1.0
2216,CNP0426143.1,C=C(C[C@@H](O)[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)C[C@@](C)(C(=O)O)C[C@@H]1CC3)C(C)C,,0.96673363,0.91378576,0.2,0.0615450927780036,0.5355161206945009,0.1683333333333333,EGFR MAPK1,456.7110000000003,7.399700000000008,2.0,2.0,1.0
2311,CNP0148024.1,CC1=C(CO)C(=O)O[C@@H]([C@](C)(O)[C@H]2CC[C@@]3(O)[C@@H]4CC=C5CCCC(=O)[C@]5(C)[C@H]4CC[C@]23C)C1,,0.96253455,0.90833265,0.2,0.2495133175630053,0.5800951293907513,0.05,EGFR MAPK1,472.6220000000004,3.6247000000000025,3.0,6.0,0.0
2338,CNP0205551.1,C/C(=C\CC[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@H]1CC3)C(=O)O,,0.90499747,0.9382175,0.225,0.3064336938673761,0.5936621659668441,0.185,EGFR MAPK1,484.6770000000004,5.901800000000006,2.0,4.0,1.0
2396,CNP0538156.1,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@H]3O,"7alpha-hydroxy-3-oxolanosta-8,24-diene",0.92361,0.95012784,0.235,0.0999130251149877,0.5521627162787469,0.15,EGFR MAPK1,440.7120000000002,7.658100000000009,1.0,2.0,1.0
2444,CNP0260926.1,CC(C)=C[C@H](O)C[C@H](C)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@H]1C[C@H]3O,,0.9098941,0.91956234,0.265,0.0560944010977141,0.5376377102744285,0.1939999999999999,EGFR MAPK1,456.7110000000003,6.628900000000008,2.0,3.0,1.0
2452,CNP0108050.1,C[C@H]([C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C=C(/CO)C(N)=O)[C@@H]1O[C@@]2(C)CC[C@H](O2)[C@H]1C,saliniketal B,0.91302884,0.91199094,0.21,0.0220009620594107,0.5142551855148526,0.0033333333333333,EGFR MAPK1,411.5390000000002,1.5067999999999997,4.0,6.0,0.0
2459,CNP0238615.2,CC(C)=CCC/C(C)=C/C=C/C(C)=C/[C@@H]1C[C@@]23[C@H](OCCC[C@@H]2/C(=C(\C)C=O)CC[C@]3(C)O)O1,,0.9540793,0.95108527,0.31,0.1266476684982325,0.5854530596245581,0.205,EGFR MAPK1,468.6780000000004,6.769800000000009,1.0,4.0,1.0
2461,CNP0423877.1,C[C@@H](C[C@@H](O)[C@@H]1OC1(C)C)[C@@H]1CC[C@]2(C)C3=CC[C@@H]4[C@](C)([C@H](O)CC(=O)[C@]4(C)CO)[C@H]3CC[C@@]12C,,0.90091735,0.9108204,0.22,0.0201399855491077,0.5129694338872769,0.105,EGFR MAPK1,488.7090000000003,4.6684000000000045,3.0,5.0,0.0
2469,CNP0204139.1,CC1=C(C)C(=O)O[C@@H]([C@](C)(O)[C@]2(O)CC[C@@]3(O)[C@@H]4C[C@H]5O[C@]56CCCC(=O)[C@]6(C)[C@H]4CC[C@]23C)C1,DTXSID601313438,0.9153415,0.9033036,0.25,0.1130693639309225,0.5454286159827306,0.02,EGFR MAPK1,488.62100000000044,2.9784000000000006,3.0,7.0,0.0
2516,CNP0123691.1,C=C1C(=O)O[C@@H]2C[C@@H]3[C@]4(CC[C@]5(C)[C@@H]([C@H](C)CC/C=C(\C)C=O)CC[C@@]35C)C[C@]4(CCC(=O)O)[C@H]12,Coronalolide,0.93988925,0.9400216,0.185,0.0502241488345657,0.5287837497086414,0.095,EGFR MAPK1,482.66100000000034,6.123300000000006,1.0,4.0,1.0
2526,CNP0331199.1,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C[C@@H]1CC3,,0.9571354,0.9186767,0.245,0.186982640244975,0.5769486850612437,0.35,EGFR MAPK1,398.6750000000002,7.843000000000009,1.0,1.0,1.0
2622,CNP0596051.1,CC1CC(C(C)C(C)(C)O)O[C@H]2C[C@@]3(C)[C@@H]4CC[C@H]5C(C)(C)C(=O)CC[C@@]56C[C@@]46CC[C@]3(C)[C@@H]12,,0.9039138,0.945436,0.155,0.0651725156276176,0.5173805789069044,0.35,EGFR MAPK1,470.7380000000004,6.805100000000008,1.0,3.0,1.0
2701,CNP0521955.1,CC(=CCC[C@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@H]3O)CO,"(5R,7R,10S,13R,14R,17R)-7-hydroxy-17-[(2S)-7-hydroxy-6-methylhept-5-en-2-yl]-4,4,10,13,14-pentamethyl-1,2,5,6,7,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-3-one",0.90432686,0.96501094,0.255,0.1114471208464721,0.5589462302116179,0.12,EGFR MAPK1,456.71100000000024,6.6305000000000085,2.0,3.0,1.0
2752,CNP0479098.1,CN1C=C(C2=CC=C3NC(=O)C[C@@H]4CCN(C(=O)NC5=CC=CC(Cl)=C5)C[C@@H]4CCOC3=C2)C=N1,,0.93160707,0.92814666,0.5507692307692308,0.1073548751459249,0.6294694589787889,0.1,EGFR MAPK1,493.99500000000023,5.021800000000004,2.0,5.0,1.0
2825,CNP0556021.1,C/C=C/C(=O)[C@@]1(O)C[C@@H]2C[C@H](C(=O)O)C[C@H](C)[C@H]2[C@@H]1C1=C2C(=O)N=C(O)C2=C(CCCCC)C(C)O1,"(1S,2R,3aS,5R,7S,7aR)-2-[(E)-but-2-enoyl]-2-hydroxy-1-(1-hydroxy-6-methyl-3-oxo-7-pentyl-6H-pyrano[3,4-c]pyrrol-4-yl)-7-methyl-1,3,3a,4,5,6,7,7a-octahydroindene-5-carboxylic acid",0.92160404,0.90169823,0.355,0.0803975881568602,0.5646749645392151,0.02,EGFR MAPK1,499.6040000000004,4.292100000000003,3.0,5.0,0.0
3106,CNP0050245.1,C=CCNC1=NC2=C(C[C@H]3[C@](C)(CO)[C@H](O)CC[C@@]3(C)[C@H]2CC(=O)N[C@H](C)C2=CC=CC=C2)S1,,0.9261537,0.93068933,0.2502,0.0589763769489825,0.5415048517372456,0.0533333333333333,EGFR MAPK1,483.67800000000017,4.424000000000003,4.0,6.0,0.0
3122,CNP0050245.2,C=CCNC1=NC2=C(C[C@@H]3[C@](C)(CO)[C@H](O)CC[C@@]3(C)[C@@H]2CC(=O)N[C@H](C)C2=CC=CC=C2)S1,,0.9261537,0.93068933,0.2502,0.0589763769489825,0.5415048517372456,0.0533333333333333,EGFR MAPK1,483.67800000000017,4.424000000000003,4.0,6.0,0.0
3244,CNP0481707.1,CN1C=C(C2=CC=C3OC[C@@H]4CN(C(=O)C5=CC=CC(Cl)=C5)CCN4CC(=O)NC3=C2)C=N1,,0.975164,0.9163492,0.57,0.1279000972511602,0.64735332431279,0.24,EGFR MAPK1,465.94100000000014,2.8980000000000006,1.0,6.0,0.0
3278,CNP0507089.1,CC(=CCC[C@H](C)[C@H]1C[C@@](C)(O)C2=C3[C@H](O)C[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@@]3(O)CC[C@@]21C)CO,"(5R,7R,9S,10S,13R,15R,17R)-7,9,15-trihydroxy-17-[(2S)-7-hydroxy-6-methylhept-5-en-2-yl]-4,4,10,13,15-pentamethyl-2,5,6,7,11,12,16,17-octahydro-1H-cyclopenta[a]phenanthren-3-one",0.91764516,0.94532794,0.245,0.1858420888752466,0.5734537972188117,0.075,EGFR MAPK1,488.70900000000046,4.716200000000005,4.0,5.0,0.0
3417,CNP0571624.1,CC(=CCC[C@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1C[C@H]3O)CO,"(3S,5R,7R,10S,13R,14R,15S,17R)-17-[(2S)-7-hydroxy-6-methylhept-5-en-2-yl]-4,4,10,13,14-pentamethyl-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-3,7,15-triol",0.9365683,0.91051334,0.215,0.2545397810628709,0.5791553552657176,0.0933333333333333,EGFR MAPK1,474.7260000000003,5.3931000000000076,4.0,4.0,1.0
3424,CNP0584169.1,CN1C=C(C2=CC=C3NC(=O)C[C@@H]4CCN(C(=O)CCC5=CC=CC=C5)C[C@@H]4CCOC3=C2)C=N1,,0.9315057,0.9317192,0.5107692307692308,0.2579966704834407,0.6579977003131678,0.245,EGFR MAPK1,472.5890000000003,4.295700000000004,1.0,5.0,0.0
3497,CNP0528375.1,CC1=C(C(=O)OCCC2=CC=CC=C2)[C@@H](C2=COC3=CC=C(Cl)C=C3C2=O)C2=C(CCCC2=O)N1,,0.9353455,0.96192884,0.41,0.2000257515373591,0.6268250228843398,0.2066666666666666,EGFR MAPK1,489.9550000000003,5.200200000000004,1.0,6.0,1.0
3528,CNP0528375.2,CC1=C(C(=O)OCCC2=CC=CC=C2)[C@H](C2=COC3=CC=C(Cl)C=C3C2=O)C2=C(CCCC2=O)N1,,0.9353455,0.96192884,0.41,0.2000257515373591,0.6268250228843398,0.2066666666666666,EGFR MAPK1,489.9550000000003,5.200200000000004,1.0,6.0,1.0
3571,CNP0583047.1,C=C1OC(=O)CC[C@]23C[C@]24CC[C@]2(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]2(C)[C@@H]4CC[C@@H]13,Tubiferaoctanolide,0.9004235,0.93543893,0.18,0.0805618253215301,0.5241060638303826,0.2033333333333333,EGFR MAPK1,424.6690000000003,7.838700000000009,0.0,2.0,1.0
3581,CNP0588632.0,COC1=CC=C2NC=C(CCNC(=O)C3=CC=C4OC(=CC5=CC=CC(Cl)=C5)C(=O)NC4=C3)C2=C1,"2-[(3-chlorophenyl)methylidene]-N-[2-(5-methoxy-1H-indol-3-yl)ethyl]-3-oxo-4H-1,4-benzoxazine-6-carboxamide",0.9642677,0.9261748,0.2914285714285714,0.1752330723984188,0.5892760359567475,0.04,EGFR MAPK1,487.94300000000015,5.174400000000004,3.0,4.0,1.0
3689,CNP0577513.1,C=C(CC[C@H](C)[C@H]1CC[C@H]2C3=C(C(=O)C[C@]12C)[C@@]1(C)CCC(=O)[C@@H](C)[C@@H]1C[C@H]3O)C(C)C,"(4S,5S,7R,10S,13R,14R,17R)-7-hydroxy-4,10,13-trimethyl-17-[(2S)-6-methyl-5-methylideneheptan-2-yl]-2,4,5,6,7,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthrene-3,11-dione",0.9340511,0.9137415,0.275,0.0912333460435985,0.5535064865108996,0.1689999999999999,EGFR MAPK1,440.66800000000023,6.302900000000008,1.0,3.0,1.0
3758,CNP0581422.1,CC(C=O)=CCC[C@@H](C)[C@H]1C[C@H](O)[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1C[C@H]3O,"(6R)-6-[(5R,7R,10S,13R,14R,15S,17R)-7,15-dihydroxy-4,4,10,13,14-pentamethyl-3-oxo-1,2,5,6,7,11,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]-2-methylhept-2-enal",0.9264243,0.9098056,0.175,0.0920666947549666,0.5258241486887416,0.07,EGFR MAPK1,470.69400000000036,5.807900000000007,2.0,4.0,1.0
3884,CNP0152005.1,CC(C)[C@@H]1CCC2[C@@]3(C)CCC[C@@](C)(CO)C3C[C@@H](O)[C@@]23O[C@@H]13,"(1~{S},2~{R},5~{R},9~{S},13~{S},14~{S})-5-(hydroxymethyl)-13-isopropyl-5,9-dimethyl-15-oxatetracyclo[8.5.0.0^{1,14}.0^{4,9}]pentadecan-2-ol",0.9696142,0.9165507,0.235,0.087599513204859,0.5521911033012148,0.2633333333333333,EGFR MAPK1,322.489,3.3758000000000017,2.0,3.0,0.0
3885,CNP0195155.1,CC(C)=CC(=O)C[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)C(=O)CC[C@@]45C[C@@]35CC[C@]12C,"(1S,3R,12S,15R,16R)-7,7,12,16-tetramethyl-15-[(2R)-6-methyl-4-oxohept-5-en-2-yl]pentacyclo[9.7.0.01,3.03,8.012,16]octadecan-6-one",0.90244097,0.9061354,0.19,0.0159958395945621,0.5036430523986405,0.345,EGFR MAPK1,438.69600000000037,7.55610000000001,0.0,2.0,1.0
3892,CNP0237586.1,CC1(C)C(=O)CC[C@]2(C)C3=C(O)C4=C(C[C@H](CO)O4)C(O)=C3C(=O)CC12,,0.9254577,0.9245143,0.29,0.3681662208605468,0.6270345552151367,0.144,EGFR MAPK1,360.4060000000001,2.2429999999999994,3.0,6.0,0.0
3893,CNP0604688.1,CC(C)=CCCC1C[C@@H](O)[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]2(C)[C@@H]1C,"(4~{a}~{R},4~{b}~{R},6~{a}~{S},7~{R},10~{R},10~{a}~{S},12~{a}~{R})-10-hydroxy-1,1,4~{a},6~{a},7,10~{a}-hexamethyl-8-(4-methylpent-3-enyl)-4,4~{b},5,6,7,8,9,10,12,12~{a}-decahydro-3~{H}-chrysen-2-one",0.9353929,0.9023397,0.185,0.1991497627672168,0.5554705906918042,0.435,EGFR MAPK1,440.71200000000033,7.514000000000009,1.0,2.0,1.0
3912,CNP0406710.1,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3CCC4C(C)(C)C(=O)CC[C@@]45C[C@]35CC[C@]12C)C(C)COC(C)=O,,0.95994073,0.91706616,0.15,0.2227081563855915,0.5624287615963979,0.2225,EGFR MAPK1,496.77600000000047,8.166300000000009,0.0,3.0,1.0
3915,CNP0288260.2,CC(C)=CCC[C@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@H]4C(C)(C)C(=O)CC[C@]4(C)[C@H]3CC[C@@]12C,"Tirucalla-7,24-dien-3-one",0.93952036,0.91961145,0.21,0.0694825698055473,0.5346535949513869,0.39,EGFR MAPK1,424.7130000000003,8.543200000000006,0.0,1.0,1.0
4001,CNP0080703.1,C/C(=C\CC[C@@H](C)[C@@H]1CC[C@]2(C)C3=CC[C@@H]4[C@@H]([C@H]3[C@H](O)C[C@@]12C)[C@H](O)C[C@H](O)C4(C)C)CO,,0.9464804,0.9358537,0.265,0.0709725184275102,0.5545766546068776,0.455,EGFR MAPK1,460.69900000000024,4.858900000000006,4.0,4.0,0.0
4002,CNP0080702.1,C/C(=C\CC[C@@H](C)[C@@H]1CC[C@]2(C)C3=C(C(=O)C[C@@]12C)[C@@]1(C)[C@H](O)C[C@H](O)C(C)(C)[C@@H]1CC3)CO,,0.91669476,0.95457715,0.245,0.1376614841560289,0.5634833485390073,0.0,EGFR MAPK1,472.71000000000026,5.601300000000008,3.0,4.0,1.0
4005,CNP0139253.2,C/C(=C\CC[C@]1(C)CCC2=CC(O)=CC(C)=C2O1)C/C=C\C(C)C(=O)[C@H](O)CC(C)C,Sargachromanol H,0.96602416,0.94371223,0.39,0.0238686076209972,0.5809012494052493,0.21,EGFR MAPK1,428.6130000000002,6.069320000000007,2.0,4.0,1.0
4128,CNP0427261.1,C[C@H](/C=C/[C@@H](C)[C@H](C)CO)[C@H]1[C@@H](O)[C@@H](O)[C@@H]2[C@]1(C)CC[C@@H]1[C@@]3(C)CC[C@H](O)C[C@@H]3[C@@H](O)C[C@]12O,"(22e,24r,25s)-24-methyl-5alpha-cholest-22-ene-3beta,6alpha,8,15beta,16beta,26-hexaol",0.95583415,0.9273964,0.195,0.1162019233372118,0.5486081183343029,0.38,EGFR MAPK1,480.6860000000004,2.490300000000001,6.0,6.0,1.0
4129,CNP0125792.1,C=C1CC[C@H]([C@@H](C)COC(C)=O)[C@H]2C3OC([C@H](O)C(=C)[C@@H](O)CC[C@@]3(C)OC(=O)CCC)[C@@H]12,krempfielin E,0.96815586,0.9015678,0.26,0.003409771675432,0.533283357918858,0.7430000000000001,EGFR MAPK1,464.5990000000004,3.325400000000002,2.0,7.0,0.0
4158,CNP0018263.1,C/C(=C\C[C@H]1CCC[C@]2(CCC[C@@H]2[C@@H](C)/C=C/[C@@H](O)/C=C(\Cl)CCO)N1)C(=O)O,,0.94046414,0.901802,0.245,0.0297251847825185,0.5292478311956297,0.3116666666666666,EGFR MAPK1,425.9970000000001,4.146700000000002,4.0,4.0,0.0
4173,CNP0263337.1,C[C@H](C/C=C/C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@@]4(C)[C@@H](CCC(=O)[C@@H]4C)[C@]3(C)CC[C@]12C,,0.9393314,0.90650576,0.16,0.0359771325096045,0.5104535731274011,0.59,EGFR MAPK1,442.7280000000003,7.593900000000009,1.0,2.0,1.0
4236,CNP0388608.1,CC(C)=CCC[C@@H](C)[C@H]1CC[C@]23C(=O)O[C@]4(CC[C@]12C)[C@]31O[C@H]1C[C@H]1[C@H](C)C(=O)CC[C@@]14C,,0.90686387,0.9748777,0.265,0.0799426451943298,0.5566710537985825,0.34,EGFR MAPK1,454.6510000000003,6.023800000000007,0.0,4.0,1.0
4237,CNP0396565.1,CC(C)=CCC[C@@H](C)[C@H]1CC[C@]23C(=O)O[C@]4(CC[C@]12C)[C@]31O[C@H]1C[C@H]1C(C)(C)C(=O)CC[C@@]14C,,0.9610479,0.9721587,0.275,0.1228552180403103,0.5827654545100776,0.4216666666666667,EGFR MAPK1,468.67800000000034,6.413900000000007,0.0,4.0,1.0
4238,CNP0218452.1,CC(C)=CCC[C@@H](C)[C@H]1CC[C@]23C(=O)O[C@]4(CC[C@]12C)[C@]31O[C@H]1C[C@H]1C(C)(C)[C@@H](O)CC[C@@]14C,,0.9136062,0.93506473,0.285,0.0792962231123212,0.5532417882780803,0.35,EGFR MAPK1,470.6940000000003,6.205700000000008,1.0,4.0,1.0
4251,CNP0245713.1,C=C1CC[C@H]([C@@H](C)COC(C)=O)[C@H]2C3OC(CC(=C)[C@@H](O)C[C@H](OC(=O)CCC)[C@@]3(C)O)[C@@H]12,hirsutalin M,0.9512613,0.9271338,0.2133333333333333,0.0234406107465735,0.5287922610199768,0.0,EGFR MAPK1,464.5990000000003,3.325400000000002,2.0,7.0,0.0
4306,CNP0149943.1,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C(=O)O)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)C1CC3,145525-33-3,0.9059143,0.9536593,0.15,0.1447713443135156,0.5385862360783789,0.075,EGFR MAPK1,454.6950000000004,7.752000000000009,1.0,2.0,1.0
4326,CNP0275792.1,CC(=O)[C@@]12O[C@@H]1C[C@@H]1[C@@](C)(C[C@H](O)[C@]3(C)[C@@H](C(C)CCC=C(C)C)CC[C@@]13C)[C@@H]2CCCO,,0.9287148,0.92956984,0.305,0.0289112032268243,0.5480489608067061,0.3375,EGFR MAPK1,460.6990000000004,5.6976000000000075,2.0,4.0,1.0
4333,CNP0309695.1,C/C=C(\CC[C@@H](C)[C@H]1CCC2C3=C(C[C@@H](O)[C@@]21C)[C@@]1(CO)CC[C@H](O)CC1CC3)C(C)C,,0.92476475,0.9229707,0.285,0.4543330545416532,0.6467671261354133,0.045,EGFR MAPK1,444.70000000000033,6.032200000000007,3.0,3.0,1.0
4338,CNP0465377.1,C[C@H](CCC[C@](C)(O)CO)[C@H]1[C@@H](O)[C@H](O)C2[C@]3(O)C[C@@H](O)C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C,,0.92063785,0.90078896,0.145,0.1447621247646102,0.5277972336911525,0.06,EGFR MAPK1,484.6740000000004,1.5831999999999988,7.0,7.0,1.0
4352,CNP0218313.1,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@H]4[C@@]34C=C[C@]2(C1)OO4,"3-acetyl ergosterol 5,8-endoperoxide",0.96032095,0.90362227,0.21,0.0072471173056293,0.5202975843264073,0.025,EGFR MAPK1,470.6940000000003,7.044400000000008,0.0,4.0,1.0
4390,CNP0459648.1,C[C@H](C/C=C/C(C)(C)OO)[C@H]1CC[C@]23C(=O)O[C@]4(CC[C@]12C)[C@]31O[C@H]1C[C@H]1[C@H](C)C(=O)CC[C@@]14C,,0.9150459,0.9626894,0.275,0.058556948489195,0.5528230621222987,0.235,EGFR MAPK1,486.6490000000004,5.4919000000000056,1.0,6.0,1.0
4454,CNP0174478.1,C[C@H]1CC2=C3C1=C[C@@]1(C)C[C@H](O)[C@](C)(C[C@H](O)[C@H](O)[C@@](C)(O)CO)[C@H]1[C@@H]3CC/C2=C\Cl,Neomangicol A,0.92333764,0.91207194,0.24,0.0577261055001198,0.5332839213750299,0.02,EGFR MAPK1,453.01900000000023,3.044100000000002,5.0,5.0,0.0
4473,CNP0446653.1,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@](O)(C/C=C/[C@@H](C)[C@H](C)O)[C@@H](O)C1=O,Desepoxy-mupirocin P,0.9180107,0.9269542,0.38,0.0095518887215415,0.5586291971803853,0.7283333333333333,EGFR MAPK1,498.61300000000017,2.704400000000002,4.0,8.0,0.0
4475,CNP0018263.2,C/C(=C\C[C@@H]1CCC[C@@]2(CCC[C@H]2[C@@H](C)/C=C/C(O)/C=C(\Cl)CCO)N1)C(=O)O,,0.94046414,0.901802,0.245,0.0297251847825185,0.5292478311956297,0.2025,EGFR MAPK1,425.9970000000001,4.146700000000002,4.0,4.0,0.0
4634,CNP0451141.1,CC(C)[C@@H](C)/C=C/[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4CC(=O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]21C,,0.9256365,0.919878,0.225,0.072190037613611,0.5356761344034027,0.385,EGFR MAPK1,446.6720000000003,4.755300000000005,3.0,4.0,0.0
4664,CNP0451141.2,CC(C)[C@H](C)/C=C/[C@](C)(O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@H]4CC(=O)CC[C@]4(C)[C@H]3C[C@@H](O)[C@@]21C,,0.9256365,0.919878,0.225,0.072190037613611,0.5356761344034027,0.8783333333333334,EGFR MAPK1,446.6720000000003,4.755300000000005,3.0,4.0,0.0
4699,CNP0072923.1,CC(C)=CCCC1=C2[C@H](C[C@@]3(C)[C@H]2CC[C@H]2[C@@]4(C)CCC(=O)[C@@H](C)[C@@H]4[C@H](O)C(=O)[C@@]23C)OC1=O,"1,2-dihydro-6,16-O-dideacetylhelvolic acid 21,16-lactone",0.91255194,0.94587135,0.29,0.0261834781493295,0.5436516920373323,0.57,EGFR MAPK1,468.63400000000024,4.962400000000005,1.0,5.0,0.0
4749,CNP0133012.1,C=C1CC[C@H]([C@@H](C)COC(=O)CCC)[C@@H]2[C@H]1C(=O)C[C@](C)(O)[C@H]1CC[C@@](C)(OC(=O)CCC)[C@@H]2O1,,0.93112755,0.9374753,0.23,0.0062072889243286,0.5262025347310822,0.14,EGFR MAPK1,492.65300000000036,4.537800000000004,1.0,7.0,0.0
4774,CNP0073302.1,CCOC(=O)[C@@]1(O)OC(=O)C(CC2=CC=C3OC(C)(C)CCC3=C2)=C1C1=CC=C(O)C=C1,Flavipesolide A,0.91427696,0.91112304,0.2725,0.0382955790799248,0.5340488947699812,0.2866666666666667,EGFR MAPK1,438.4760000000002,3.300600000000002,2.0,7.0,0.0
4775,CNP0434467.1,C=C1CC2OC([C@@H]3[C@@H]([C@@H](C)CO)CCC(=C)[C@H]23)[C@](C)(OC(=O)C(CC)OC(=O)CCC)CCC1=O,hirsutalin R,0.91525936,0.95216066,0.2,0.002792185415622,0.5175530513539055,0.3856666666666666,EGFR MAPK1,490.6370000000004,4.313800000000004,1.0,7.0,0.0
4792,CNP0468225.1,C=C(C)[C@H](O)CC[C@@H](C)[C@H]1CC[C@]23C(=O)O[C@]4(CC[C@]12C)[C@]31O[C@H]1C[C@H]1C(C)(C)C(=O)CC[C@@]14C,,0.94446784,0.9430752,0.27,0.0840033585269124,0.5603865996317281,0.24,EGFR MAPK1,484.67700000000036,5.384700000000006,1.0,5.0,1.0
4847,CNP0430939.1,CC(CCO)CCC(C)C1[C@@H](O)[C@H](O)C2[C@]1(C)CCC1[C@@]3(C)CC[C@H](O)CC3[C@H](O)C[C@]12O,,0.9571366,0.9087627,0.195,0.2204250542503032,0.5703310885625757,0.02,EGFR MAPK1,468.67500000000035,2.4683000000000006,6.0,6.0,1.0
4861,CNP0337479.1,C=C(CC[C@@H](C)[C@H]1[C@@H](O)[C@H](O)C2[C@]3(O)C[C@@H](O)C4C[C@@H](O)CC[C@]4(C)C3CC[C@@]21C)[C@@H](C)CO,,0.9354658,0.9185072,0.165,0.2122184015628755,0.5577978503907188,0.18,EGFR MAPK1,480.6860000000004,2.6344000000000016,6.0,6.0,1.0
